filename	xmlid	author-name	author-gender	title	subgenre	pub-year-ref	firstEdition	digitalSource	printSource
Simenon_Temps	Simenon_Temps	Simenon, Georges	M	Le Temps d'Anaïs	blanche	1951	1951	nan	NA
Webb_Merci	Webb_Merci	Webb, Anthony	M	Merci, Monsieur Pendlebury	policier	1951	nan	1951	1951
Beckett_Malone	Beckett_Malone	Beckett, Samuel	M	Malone meurt	blanche	1951	1951	nan	NA
Simenon_Grande	Simenon_Grande	Simenon, Georges	M	Maigret et la Grande Perche	policier	1951	1951	nan	NA
Beckett_Molloy	Beckett_Molloy	Beckett, Samuel	M	Molloy	blanche	1951	1951	nan	NA
Giono_Hussard	Giono_Hussard	Giono, Jean	M	Hussard Toit	blanche	1951	1951	nan	NA
Giono_Grands	Giono_Grands	Giono, Jean	M	Grands Chemins	blanche	1951	1951	nan	NA
BoileauNarcejac_Celle	BoileauNarcejac_Celle	Boileau-Narcejac	M	Celle Qui n'était plus (Les Diaboliques)	policier	1952	1952	nan	NA
Duras_Marin	Duras_Marin	Duras, Marguerite	F	Le Marin de Gibraltar	blanche	1952	1952	nan	NA
Malet_Gang	Malet_Gang	Malet, Léo	M	Le Gang Mysterieux (suivi de Aux mains des réducteurs de têtes)	policier	1952	1952	nan	NA
Simenon_Belle	Simenon_Belle	Simenon, Georges	M	La Mort de Belle	policier	1952	1952	nan	NA
Simenon_Marie	Simenon_Marie	Simenon, Georges	M	Marie Qui Louche	blanche	1952	1952	nan	NA
Vian_Arrache	Vian_Arrache	Vian, Boris	M	Arrache Coeur	blanche	1953	1953	nan	NA
Simenon_Peur	Simenon_Peur	Simenon, Georges	M	Maigret a Peur	policier	1953	1953	nan	NA
Simenon_Antione	Simenon_Antione	Simenon, Georges	M	Antoine et Julie	blanche	1953	1953	nan	NA
Duras_Petits	Duras_Petits	Duras, Marguerite	F	Les Petits Chevaux de Tarquinia	blanche	1953	1953	nan	NA
Oelrichs_Mort	Oelrichs_Mort	Oelrichs, Inès	F	Mort d'une sorcière blanche	policier	1953	nan	1953	1953
Dard_Clientes	Dard_Clientes	Dard, Frédéric	M	Des Clientes pour la Morgue	policier	1953	1953	nan	NA
Dard_Plomb	Dard_Plomb	Dard, Frédéric	M	Du Plomb dans les Tripes	policier	1953	1953	nan	NA
Beckett_Innommable	Beckett_Innommable	Beckett, Samuel	M	L'Innommable	blanche	1953	1953	nan	NA
SanxayHolding_Pied	SanxayHolding_Pied	Sanxay Holding, Elisabeth	F	Au pied du mur	policier	1953	nan	1953	1953
RobbeGrillet_Voyeur	RobbeGrillet_Voyeur	Robbe-Grillet, Alain	M	Le Voyeur	blanche	1953	1953	nan	NA
RobbeGrillet_Gommes	RobbeGrillet_Gommes	Robbe-Grillet, Alain	M	Les Gommes	policier	1953	1953	nan	NA
Sarraute_Martereau	Sarraute_Martereau	Sarraute, Nathalie	F	Martereau	blanche	1953	nan	1953	1953
Duras_Journees	Duras_Journees	Duras, Marguerite	F	Des Journées Entières dans les Arbres	blanche	1954	1954	nan	NA
BoileauNarcejac_Entre	BoileauNarcejac_Entre	Boileau-Narcejac	M	D'Entre les Morts (Sueurs froides)	policier	1954	1954	nan	NA
Malet_Fievre	Malet_Fievre	Malet, Léo	M	Fièvre au Marais	policier	1955	1955	nan	NA
BoileauNarcejac_Louves	BoileauNarcejac_Louves	Boileau-Narcejac	M	Les Louves	policier	1955	1955	nan	NA
Amila_Bonne	Amila_Bonne	Amila, Jean	M	Bonne Tisane	policier	1955	1955	nan	NA
Malet_Nuit	Malet_Nuit	Malet, Léo	M	La Nuit de Saint-Germain des prés	policier	1955	1955	nan	NA
Simenon_Temoins	Simenon_Temoins	Simenon, Georges	M	Le Témoins	blanche	1955	1955	nan	NA
Dard_Meurt	Dard_Meurt	Dard, Frédéric	M	On n'en Meurt Pas	policier	1956	1956	nan	NA
Dard_Bourreau	Dard_Bourreau	Dard, Frédéric	M	Le Bourreau Pleure	policier	1956	1956	nan	NA
BoileauNarcejac_Bois	BoileauNarcejac_Bois	Boileau-Narcejac	M	Au Bois Dormant	policier	1956	1956	nan	NA
Simenon_Complices	Simenon_Complices	Simenon, Georges	M	Les Complices	blanche	1956	1956	nan	NA
Butor_Modification	Butor_Modification	Butor, Michel	M	Modification	blanche	1957	1957	nan	NA
Celine_Chateau	Celine_Chateau	Celine, Louis-Ferdinand	M	Chateau L'Autre	blanche	1957	1957	nan	NA
RobbeGrillet_Jalousie	RobbeGrillet_Jalousie	Robbe-Grillet, Alain	M	La Jalousie	blanche	1957	1957	nan	NA
Malet_Ossements	Malet_Ossements	Malet, Léo	M	Boulevard Ossements	policier	1957	1957	nan	NA
Simenon_Fils	Simenon_Fils	Simenon, Georges	M	Le Fils	blanche	1957	1957	nan	NA
Malet_Casse	Malet_Casse	Malet, Léo	M	Casse-Pipe à la Nation	policier	1957	1957	nan	NA
Simenon_Negre	Simenon_Negre	Simenon, Georges	M	Le Nègre	blanche	1957	1957	nan	NA
Duras_Moderato	Duras_Moderato	Duras, Marguerite	F	Moderato Cantabile	blanche	1958	1958	nan	NA
Simon_Herbe	Simon_Herbe	Simon, Claude	M	L'Herbe	blanche	1958	1958	nan	NA
Robertson_Drole	Robertson_Drole	Robertson, Colin	M	Drôle de cadavre	policier	1958	nan	1958	1958
BoileauNarcejac_Ingenieur	BoileauNarcejac_Ingenieur	Boileau-Narcejac	M	L'Ingénieur aimait trop les Chiffres	policier	1958	1958	nan	NA
Simenon_Dimanche	Simenon_Dimanche	Simenon, Georges	M	Dimanche	blanche	1958	1958	nan	NA
Simenon_Vieille	Simenon_Vieille	Simenon, Georges	M	La Vieille	blanche	1959	1959	nan	NA
Simenon_Confidence	Simenon_Confidence	Simenon, Georges	M	Une Confidence de Maigret	policier	1959	1959	nan	NA
Simon_Route	Simon_Route	Simon, Claude	M	La Route des Flandres	blanche	1960	1960	nan	NA
Robertson_Singe	Robertson_Singe	Robertson, Colin	M	Le singe bleu	policier	1960	nan	1960	1960
Hocking_Tout	Hocking_Tout	Hocking, Anne	F	Tout s'arrête à minuit	policier	1960	nan	1960	1960
Andrau_Faits	Andrau_Faits	Andrau, Marianne	F	Les faits d'Eiffel	scifi	1960	nan	1960	1960
Camus_Premier	Camus_Premier	Camus, Albert	M	Premier Homme	blanche	1960	1960	nan	NA
Simenon_Ours	Simenon_Ours	Simenon, Georges	M	L'Ours en Peluche	blanche	1960	1960	nan	NA
Godey_Frappez	Godey_Frappez	Godey, John	M	Frappez sans entrer	policier	1961	nan	1961	1961
Simenon_Betty	Simenon_Betty	Simenon, Georges	M	Betty	blanche	1961	1961	nan	NA
Ehrlich_Moment	Ehrlich_Moment	Ehrlich, Jack	M	Un moment de faiblesse	policier	1961	nan	1961	1961
Franke_Cage	Franke_Cage	Franke, Herbert W.	M	La cage aux orchidées	scifi	1961	1961	1964	1964
Malet_Direct	Malet_Direct	Malet, Léo	M	Nestor Burma En Direct	policier	1962	1962	nan	NA
Ross_A	Ross_A	Ross, Ivan T.	M	Par A plus B	policier	1962	nan	1962	1962
White_Joli	White_Joli	White. Lionel	M	Tout ce joli monde	policier	1962	nan	1962	1962
Garen_Piege	Garen_Piege	Garen, Jean-Pierre	M	Piège pour la défense	policier	1962	nan	1962	1962
Simon_Palace	Simon_Palace	Simon, Claude	M	Le Palace	blanche	1962	1962	nan	NA
Rydell_Madame	Rydell_Madame	Rydell, Forbes	M	Et avec ca, Madame?	policier	1962	nan	1962	1962
Simenon_Anneaux	Simenon_Anneaux	Simenon, Georges	M	Les Anneaux de Bicêtre	blanche	1963	1963	nan	NA
Ryck_Heures	Ryck_Heures	Ryck, Francis	M	Heures Ouvrables	policier	1963	1963	nan	NA
Garen_Poursuite	Garen_Poursuite	Garen, Jean-Pierre	M	Poursuite sans espoir	policier	1963	nan	1963	1963
Page_Gueule	Page_Gueule	Page, Alain	M	La gueule d'un autre	policier	1963	nan	1963	1963
Dard_Gala	Dard_Gala	Dard, Frédéric	M	Le Gala des Emplumés	policier	1963	1963	nan	NA
LeClezio_Proces	LeClezio_Proces	LeClezio, Jean-Marie	M	Proces Verbal	blanche	1963	1963	nan	NA
Simenon_Petit	Simenon_Petit	Simenon, Georges	M	L'Homme au Petit Chien	blanche	1964	1964	nan	NA
Amila_Lune	Amila_Lune	Amila, Jean	M	Lune Omaha	policier	1964	1964	nan	NA
Vidal_Terreur	Vidal_Terreur	Vidal, Georges	M	Terreur sur la personne	policier	1964	nan	1964	1964
McBain_Dix	McBain_Dix	McBain, Ed	M	Dix plus un	policier	1964	nan	1964	1964
Bernanos_Grands	Bernanos_Grands	Bernanos, Georges	M	Les grands cimetières sous la lune	blanche	1964	nan	1964	1964
Duras_Ravissement	Duras_Ravissement	Duras, Marguerite	F	Le Ravissement de Lol v. Stein	blanche	1964	1964	nan	NA
Simenon_Fantome	Simenon_Fantome	Simenon, Georges	M	Maigret et le Fantôme	policier	1964	1964	nan	NA
BoileauNarcejac_Mon	BoileauNarcejac_Mon	Boileau-Narcejac	M	Et Mon Tout est un Homme	blanche	1965	1965	nan	NA
Simenon_Patience	Simenon_Patience	Simenon, Georges	M	La Patience de Maigret	policier	1965	1965	nan	NA
Farmer_Faiseur	Farmer_Faiseur	Farmer, Philip José	M	Le faiseur d'univers	scifi	1965	1965	N.N.	N.N.
Giono_Deux	Giono_Deux	Giono, Jean	M	Deux Cavaliers Orage	blanche	1965	1965	nan	NA
VanVogt_Fabricants	VanVogt_Fabricants	van Vogt, Alfred Elton	M	Les fabricants d'armes	scifi	1965	1965	1972	1972
Perec_Choses	Perec_Choses	Perec, Georges	M	Les Choses	blanche	1965	1965	nan	NA
Simak_Pecheur	Simak_Pecheur	Simak, Clifford D.	M	Le pêcheur	scifi	1965	1965	1975	1975
Delion_Quand	Delion_Quand	Delion, Jean	M	Quand s'allongent les nababs	policier	1966	nan	1966	1966
LeGuin_Monde	LeGuin_Monde	Le Guin, Ursula	F	Le monde de Rocannon. La Ligue de tous les mondes	scifi	1966	nan	1966	1966
Farmer_Portes	Farmer_Portes	Farmer, Philip José	M	Les portes de la creation	scifi	1966	1966	N.N.	N.N.
Lafitte_Deserteur	Lafitte_Deserteur	Lafitte, Jean-Louis	M	Le déserteur	policier	1966	nan	1966	1966
Aldiss_Barbe	Aldiss_Barbe	Aldiss, Brain W.	M	Barbe-Grise	scifi	1966	nan	1966	1966
Japrisot_Dame	Japrisot_Dame	Japrisot, Sébastien	M	La Dame dans l'Auto avec des Lunettes et un Fusil	policier	1966	1966	nan	NA
Simon_Histoire	Simon_Histoire	Simon, Claude	M	Histoire	blanche	1967	1967	nan	NA
Steiner_Oceans	Steiner_Oceans	Steiner, Kurt	M	Les océans du ciel	scifi	1967	nan	1967	1967
Simenon_Demenagement	Simenon_Demenagement	Simenon, Georges	M	Le Déménagement	blanche	1967	1967	nan	NA
Carsac_Vermine	Carsac_Vermine	Carsac, Francis	M	La vermine du lion	scifi	1967	nan	1967	1967
Etcherelli_Elise	Etcherelli_Elise	Etcherelli, Claire	F	Élise ou la vraie vie	blanche	1967	nan	1967	1967
MaurionGilles_Blonde	MaurionGilles_Blonde	Maurion-Gilles, Yves	M	La blonde lance la rousse	policier	1967	nan	1967	1967
Simenon_Prison	Simenon_Prison	Simenon, Georges	M	La Prison	blanche	1967	1967	nan	NA
Perec_Homme	Perec_Homme	Perec, Georges	M	Homme Qui Dort	blanche	1967	1967	nan	NA
Ryck_Feu	Ryck_Feu	Ryck, Francis	M	Feu Vert Poissons Rouges	policier	1967	1967	nan	NA
Siniac_Morfalous	Siniac_Morfalous	Siniac, Pierre	M	Les Morfalous	policier	1968	nan	1968	1968
Randa_Aventuriers	Randa_Aventuriers	Randa, Peter	M	Les aventuriers de l'espace	scifi	1968	nan	1968	1968
Malet_Drole	Malet_Drole	Malet, Léo	M	Drôle d'épreuve pour Nestor Burma	policier	1968	1968	nan	NA
Japrisot_Adieu	Japrisot_Adieu	Japrisot, Sébastien	M	Adieu l'Ami	policier	1968	1968	nan	NA
Yourcenar_Oeuvre	Yourcenar_Oeuvre	Yourcenar, Marguerite	F	L'Œuvre au Noir	blanche	1968	nan	1968	1968
Sheckley_Omega	Sheckley_Omega	Sheckley, Robert	M	Omega	scifi	1968	1968	1977	1977
Sheckley_Dimension	Sheckley_Dimension	Sheckley, Robert	M	La dimension des miracles	scifi	1968	1968	1973	1973
Ryck_Drole	Ryck_Drole	Ryck, Francis	M	Drole Pistolet	policier	1969	1969	nan	NA
SaintBriac_Mort	SaintBriac_Mort	Saint-Briac, André	M	Le mort accuse	policier	1969	nan	1969	1969
Steiner_Ortog	Steiner_Ortog	Steiner, Kurt	M	Ortog et les ténèbres	scifi	1969	nan	1969	1969
Marcy_Neige	Marcy_Neige	Marcy, Gérard	M	La neige bleue	scifi	1969	nan	1969	1969
RichardBessiere_Marteaux	RichardBessiere_Marteaux	Richard-Bessière, F.	M	Les marteaux de vulcain	scifi	1969	nan	1969	1969
Simon_Bataille	Simon_Bataille	Simon, Claude	M	La Bataille de Pharsale	blanche	1969	1969	nan	NA
Duras_Detruire	Duras_Detruire	Duras, Marguerite	F	Détruire dit-elle	blanche	1969	1969	nan	NA
Steiner_Enfants	Steiner_Enfants	Steiner, Kurt	M	Les enfants de l'Histoire	scifi	1969	nan	1969	1969
Thirion_Naufrages	Thirion_Naufrages	Thirion, Louis	M	Les naufragés de l'Alkinoos	scifi	1969	nan	1969	1969
RossS_Amere	RossS_Amere	Ross, Sam	M	Amère pilule	policier	1969	nan	1969	1969
Leiber_Vagabond	Leiber_Vagabond	Leiber, Fritz	M	Le vagabond	scifi	1969	1969	1975	1975
Simenon_Encore	Simenon_Encore	Simenon, Georges	M	Il y a Encore des Noisetiers	blanche	1969	1969	nan	NA
Barbet_Vikings	Barbet_Vikings	Barbet, Pierre	M	Vikings de l'espace	scifi	1969	nan	1969	1969
Simenon_Folle	Simenon_Folle	Simenon, Georges	M	La Folle de Maigret	policier	1970	1970	nan	NA
Wul_Temple	Wul_Temple	Wul, Stefan	M	Le temple du passé	scifi	1970	nan	1970	1970
Bruss_Planete	Bruss_Planete	Bruss, B.-R.	M	La planète aux Oasis	scifi	1970	nan	1970	1970
Simenon_Riche	Simenon_Riche	Simenon, Georges	M	Le Riche Homme	blanche	1970	1970	nan	NA
Didier_Entree	Didier_Entree	Didier, Christiane	F	Entrée interdite	policier	1971	nan	1971	1971
Malet_Burma	Malet_Burma	Malet, Léo	M	Nestor Burma Court Poupée	policier	1971	1971	nan	NA
Simenon_Indicateur	Simenon_Indicateur	Simenon, Georges	M	Maigret et l'Indicateur	policier	1971	1971	nan	NA
Dard_Moi	Dard_Moi	Dard, Frédéric	M	Moi, Vous me Connaissez...?	policier	1971	1971	nan	NA
Simenon_Seul	Simenon_Seul	Simenon, Georges	M	Maigret et l'Homme Tout Seul	policier	1971	1971	nan	NA
Simenon_Disparition	Simenon_Disparition	Simenon, Georges	M	La Disparition d'Odile	blanche	1971	1971	nan	NA
LeMay_Landes	leMayJD_Landes	leMay, Jean-Louis / leMay, Doris	M	Les landes d'Achernar	scifi	1971	1971	nan	NA
Malet_Abattoir	Malet_Abattoir	Malet, Léo	M	Abattoir ensoleillé	policier	1972	1972	nan	NA
Rayjean_Statues	Rayjean_Statues	Rayjean, Max-André	M	Les statues vivantes	scifi	1972	nan	1972	1972
Murcie_Tunnelumiere	Murcie_Tunnelumiere	Murcie, Georges	M	Le tunnelumiere	scifi	1972	nan	1972	1972
Manchette_Dingos	Manchette_Dingos	Manchette, Jean-Patrick	M	Ô Dingos, Ô Châteaux !	policier	1972	1972	nan	NA
Silverberg_Tour	Silverberg_Tour	Silverberg, Robert	M	La tour de verre	scifi	1972	nan	1972	1972
Simenon_Innocents	Simenon_Innocents	Simenon, Georges	M	Les Innocents	blanche	1972	1972	nan	NA
RadfordEM_Eau	RadfordEM_Eau	Radford, Edwin / Radford, Mona Augusta	M	L'eau morte	policier	1972	nan	1972	1972
LeMay_Createurs	LeMayLeMay_Createurs	Le May, Jean-Louis / Le May, Doris	M	Les createurs d'Ulnar	scifi	1972	nan	1972	1972
Chandler_Tueur	Chandler_Tueur	Chandler, Raymond	M	Un tueur sous la pluie	policier	1972	nan	1972	1972
Manchette_Nada	Manchette_Nada	Manchette, Jean-Patrick	M	Nada	policier	1972	1972	nan	NA
Millar_Territoire	Millar_Territoire	Millar, Margaret	F	Le territoire des monstres	policier	1972	nan	1972	1972
Farmer_Homme	Farmer_Homme	Farmer, Philip José	M	L'homme qui trahit la vie	scifi	1973	1973	1981	1981
LeMay_Dame	leMayJD_Dame	leMay, Jean-Louis / leMay, Doris	M	Dame Lueen	scifi	1973	nan	1973	1973
VanVogt_Guerre	VanVogt_Guerre	van Vogt, Alfred Elton	M	La guerre contre le Rull	scifi	1973	nan	1973	1973
Vautrin_Bulletins	Vautrin_Bulletins	Vautrin, Jean	M	A bulletins rouge	policier	1973	nan	1973	1973
Gary_GrosCalin	Gary_Calin	Gary, Romain	M	Gros-câlin	blanche	1973	1973	1973	NA
Johnston_Arbres	Johnston_Arbres	Johnston, Velda	F	Les arbres de Josue	policier	1973	nan	1973	1973
Jeury_Temps	Jeury_Temps	Jeury, Michel	M	Le temps incertain	scifi	1973	nan	1973	1973
Deon_Taxi	Deon_Taxi	Déon, Michel	M	Un taxi mauve	blanche	1973	nan	1973	1973
Steiner_Brebis	Steiner_Brebis	Steiner, Kurt	M	Brebis galeuses	scifi	1974	nan	1974	1974
Rayjean_Grand	Rayjean_Grand	Rayjean, Max-André	M	Le grand retour	scifi	1974	nan	1974	1974
BoileauNarcejac_Poudriere	BoileauNarcejac_Poudriere	Boileau-Narcejac	M	La Poudrière	policier	1974	1974	1987	NA
GuillemonatBancal_Jamais	GuillemonatBancal_Jamais	Guillemonat, Jean / Bancal, Jean	M	Jamais à l'heure même pour mourir	policier	1974	nan	1974	1974
Gary_Vie	Gary_Vie	Gary	M	La Vie devant soi	blanche	1975	1975	2013	NA
Robin_Nuit	Robin_Nuit	Liliane Robin	F	Une nuit à Lisbonne	sentimental	1975	1975	nan	2020
VanVogt_Lendemains	VanVogt_Lendemains	van Vogt, Alfred Elton	M	Des lendemains qui scintillent	scifi	1975	nan	1975	1975
Manchette_Qued	Manchette_Qued	Manchette, Jean-Patrick	M	Que d'Os !	policier	1976	1976	nan	NA
Dard_Concerto	Dard_Concerto	Dard, Frédéric	M	Concerto pour porte-jarretelles	policier	1976	1976	nan	NA
Moore_Nuit	Moore_Nuit	Moore, Catherine L.	F	La nuit du jugement	scifi	1976	nan	1976	1976
Lang_Nous	Lang_Nous	Lang, Maria	F	Nous étions treize en classe	policier	1976	nan	1976	1976
Pelot_Barreaux	Pelot_Barreaux	Pelot, Pierre	M	Les barreaux de l'Eden	scifi	1977	nan	1977	1977
Koontz_Miroirs	Koontz_Miroirs	Koontz, Dean	M	Miroirs de sang	scifi	1977	1977	1982	1982
Simak_Planete	Simak_Planete	Simak, Clifford D.	M	La planète de Shakespeare	scifi	1977	nan	1977	1977
Gary_Clair	Gary_Clair	Gary	M	Clair de Femme	blanche	1977	1977	2013	NA
Curval_Soupcon	Curval_Soupcon	Curval, Philippe	M	Un soupçon de néant	scifi	1977	nan	1977	1977
Magnan_Sang	Magnan_Sang	Magnan, Pierre	M	Le Sang des Atrides	policier	1977	1977	nan	NA
Coney_Immortels	Coney_Immortels	Coney, Michaël	M	Immortels en conserve	scifi	1977	nan	1977	1977
Brunner_Productions	Brunner_Productions	Brunner, John	M	Les productions du temps	scifi	1978	nan	1978	1978
Bialot_Salon	Bialot_Salon	Bialot, Joseph	M	Le salon du prêt-à-saigner	policier	1978	nan	1978	1978
Dard_Fais	Dard_Fais	Dard, Frédéric	M	Fais-Moi des choses	policier	1978	1978	nan	NA
Jeury_Monde	Jeury_Monde	Jeury, Michel	M	Le monde du Lignus	scifi	1978	nan	1978	1978
Vincenot_Billebaude	Vincenot_Billebaude	Vincenot, Henri	M	La billebaude	blanche	1978	nan	1978	1978
RobbeGrillet_Souvenirs	RobbeGrillet_Souvenirs	Robbe-Grillet, Alain	M	Souvenirs du triangle d'or	blanche	1978	1978	nan	NA
Ryck_Priere	Ryck_Priere	Ryck, Francis	M	Prière de se pencher au-dehors	policier	1978	nan	1978	1978
Magnan_Commissaire	Magnan_Commissaire	Magnan, Pierre	M	Le Commissaire dans la truffière	policier	1978	1978	nan	NA
Perec_Vie	Perec_Vie	Perec, Georges	M	La Vie mode d'emploi	blanche	1978	1978	nan	NA
Veillot_Machine	Veillot_Machine	Veillot, Claude	M	La machine de Balmer	scifi	1978	nan	1978	1978
Winspear_Ombre	Winspear_Ombre	Winspear, Violet	F	D'ombre et du lumière	sentimental	1978	nan	1978	1978
Koontz_Monstre	Koontz_Monstre	Koontz, Dean	M	Le monstre et l'enfant	scifi	1978	nan	1978	1978
Massip_Belle	Massip_Belle	Massip, Renée	F	Belle à jamais...	blanche	1979	nan	1979	1979
BoileauNarcejac_Carte	Boileau-Narcejac_Carte	Boileau, Pierre / Narcejac, Thomas	M	Carte Vermeil	blanche	1979	nan	1979	1979
Curval_Forteresse	Curval_Forteresse	Curval, Philippe	M	La forteresse de coton	scifi	1979	nan	1979	1979
Echenoz_Meridien	Echenoz_Meridien	Echenoz, Jean	M	Le Méridien de Greenwich	policier	1979	1979	nan	NA
Bielski_Belles	Bielski_Belles	Bielski, Nella	F	Si belles et fraîches étaient les roses	blanche	1980	nan	1980	1980
Didelot_Ombres	Didelot_Ombres	Didelot, Francis	M	Les ombres du parking	policier	1980	nan	1980	1980
Tournier_Gaspard	Tournier_Gaspard	Tournier, Michel	M	Gaspard	blanche	1980	1980	nan	NA
Rendell_Petit	Rendell_Petit	Rendell, Ruth	F	Le petit été de la Saint-Luke	policier	1980	nan	1980	1980
Zelazny_Enfant	Zelazny_Enfant	Zelazny, Roger	M	L'enfant tombé de nulle part	scifi	1980	nan	1980	1980
Curval_Odeur	Curval_Odeur	Curval, Philippe	M	L'odeur de la bête	scifi	1981	nan	1981	1981
Pohl_Promenade	Pohl_Promenade	Pohl, Frédérik	M	La promenade de l'ivrogne	scifi	1981	nan	1981	1981
Bodard_Anne	Bodard_Anne	Bodard, Lucien	M	Anne Marie	blanche	1981	nan	1981	1981
Ryck_Piege	Ryck_Piege	Ryck, Francis	M	Piege	policier	1981	1981	nan	NA
RobbeGrillet_NN	RobbeGrillet_NN	Robbe-Grillet, Alain	M	Djinn, Un trou rouge entre les pavés disjoints	blanche	1981	1981	nan	NA
Volkoff_Metro	Volkoff_Metro	Volkoff, Vladimir	M	Métro pour l'enfer	scifi	1981	nan	1981	1981
Heinlein_Age	Heinlein_Age	Heinlein, Robert A.	M	L'âge des étoiles	scifi	1981	nan	1981	1981
Farmer_Odyssee	Farmer_Odyssee	Farmer, Philip José	M	L'odyssée verth	scifi	1982	nan	1982	1982
Volkoff_Tire	Volkoff_Tire	Volkoff, Vladimir	M	Le tire-bouchon du bon dieu	scifi	1982	nan	1982	1982
Ligny_Furia	Ligny_Furia	Ligny, Jean-Marc	M	Furia!	scifi	1982	nan	1982	1982
Brunner_Chimeres	Brunner_Chimeres	Brunner, John	M	Les chimères de l'ombre	scifi	1982	nan	1982	1982
Bon_Sortie	Bon_Sortie	Bon, François	M	Sortie Usine	blanche	1982	1982	nan	NA
Andrevon_Cauchemar	Andrevon_Cauchemar	Andrevon, Jean-Pierre	M	Cauchemar...chauchemars!	scifi	1982	nan	1982	1982
Heinlein_Route	Heinlein_Route	Heinlein, Robert A.	M	Route de la gloire	scifi	1982	nan	1982	1982
Weyergans_Radeau	Weyergans_Radeau	Weyergans, François	M	Le Radeau de la Méduse	blanche	1983	nan	1983	1983
Pouy_Spinoza	Pouy_Spinoza	Pouy, Jean-Bernard	M	Spinoza encule Hegel	policier	1983	1983	nan	NA
Ferriere_Climat	Ferriere_Climat	Ferrière, Jean-Pierre	M	Un climat mortel	policier	1983	nan	1983	1983
Volkoff_Guerre	Volkoff_Guerre	Volkoff, Vladimir	M	La guerre des pieuvres	scifi	1983	nan	1983	1983
Jeury_Vers	Jeury_Mondes	Jeury, Michel	M	Vers l'Âge d'Or (Goer de la Terre, 3)	scifi	1983	1983	2016	NA
Echenoz_Cherokee	Echenoz_Cherokee	Echenoz, Jean	M	Cherokee	policier	1983	1983	nan	NA
Wintrebert_Maitres-feu	Wintrebert_Maitres-feu	Wintrebert, Joëlle	F	Les maîtres-feu	scifi	1983	nan	1983	1983
Duras_Amant	Duras_Amant	Duras, Marguerite	F	L'Amant	blanche	1984	1984	nan	NA
Silverberg_Revivre	Silverberg_Revivre	Silverberg, Robert	M	Revivre encore	scifi	1984	nan	1984	1984
Stagge_Chansonnette	Stagge_Chansonnette	Stagge, Jonathan	M	Chansonnette funèbre	policier	1984	nan	1984	1984
Pourunjour_Voisins	Pourunjour_Voisins	Pourunjour, Caroline	F	Des voisins très inquiétants	policier	1984	nan	1984	1984
Quentin_Meurtre	Quentin_Meurtre	Quentin, Patrick	M	Meurtre à l'université	policier	1984	nan	1984	1984
Leourier_Ti-Harnog	Leourier_Ti-Harnog	Léourier, Christian	M	Ti-Harnog	scifi	1984	nan	1984	1984
Brunner_Noire	Brunner_Noire	Brunner, John	M	Noire est la couleur	scifi	1984	nan	1984	1984
