;lang;year;relfreqs
74;spa;1910;0.1295257521672616
75;spa;1910;0.13857290589451912
76;spa;1914;0.1768595041322314
77;spa;1914;0.09971157807993407
78;spa;1903;0.09492419248516809
79;spa;1915;0.06394052044609666
80;spa;1909;0.08973137740522004
81;spa;1905;0.10326699211415696
82;spa;1902;0.12549277266754272
83;spa;1909;0.0942350332594235
84;spa;1900;0.12074244163796402
85;spa;1915;0.13788167938931298
86;spa;1919;0.13052109181141439
87;spa;1918;0.11807600617024261
88;spa;1917;0.1825726141078838
89;spa;1902;0.1518062225934433
90;spa;1900;0.1181562432373945
91;spa;1902;0.09755443886097152
92;spa;1903;0.10221424296828246
93;spa;1917;0.13581129378127232
94;spa;1917;0.07578279825604439
95;spa;1907;0.12059987502603624
96;spa;1914;0.10927665784912889
97;spa;1908;0.11506809409365669
98;spa;1905;0.07402307894046682
99;spa;1909;0.10925771476230192
0;hun;1854;0.082238385734397
1;hun;1859;0.08854302903478943
2;hun;1916;0.13738240177089098
3;hun;1898;0.1241250583294447
4;hun;1845;0.09349593495934959
5;hun;1901;0.10340818254487319
6;hun;1857;0.09244280101687082
7;hun;1916;0.13001852995676344
8;hun;1878;0.11083402604599613
9;hun;1855;0.09014659762234702
10;hun;1876;0.10252237591537836
11;hun;1919;0.08586232420429311
12;hun;1880;0.15137130801687765
13;hun;1889;0.08173436331921256
14;hun;1908;0.10024779376603052
15;hun;1895;0.09454384802297328
16;hun;1910;0.10068775790921596
17;hun;1846;0.12462178517397882
18;hun;1858;0.11430348258706467
19;hun;1856;0.11055109387981168
20;hun;1911;0.13249001331557922
21;hun;1860;0.10098416773641421
22;hun;1852;0.08860983374602052
23;hun;1842;0.10957799905168326
24;hun;1847;0.0850227420402859
25;hun;1911;0.11224702691424995
26;hun;1906;0.12742063492063493
27;hun;1854;0.10420714708118611
28;hun;1873;0.09216497597437266
29;hun;1862;0.08691844553913519
30;hun;1919;0.11665764302472478
31;hun;1899;0.08385579937304075
32;hun;1895;0.104638619201726
33;hun;1913;0.10891089108910891
34;hun;1845;0.09098494816906832
35;hun;1846;0.07711702020371802
36;hun;1854;0.10952902519167579
37;hun;1861;0.10130718954248366
38;hun;1872;0.1311694626793095
39;hun;1860;0.11068325434439179
40;hun;1875;0.09710566877890049
41;hun;1887;0.1022932516008976
42;hun;1855;0.06459870501430508
43;hun;1920;0.09340047051054522
44;hun;1918;0.11924603174603175
45;hun;1852;0.09283321075426984
46;hun;1920;0.08055009823182711
47;hun;1918;0.12291852040167789
48;hun;1912;0.06895970325408869
49;hun;1894;0.06833644409657415
50;hun;1892;0.1311681772406848
51;hun;1902;0.08050161812297735
52;hun;1903;0.0926534140017286
53;hun;1911;0.083956492182189
54;hun;1901;0.08802946593001841
55;hun;1895;0.11178861788617886
56;hun;1897;0.0949579831932773
57;hun;1907;0.08649398704902868
58;hun;1886;0.12228487886382623
59;hun;1892;0.10811367380560132
60;hun;1888;0.0854366631117431
61;hun;1895;0.1391689205802803
62;hun;1898;0.09855706165282029
63;hun;1881;0.13145294680943675
64;hun;1897;0.102
65;hun;1867;0.11258507324950975
66;hun;1895;0.13351449275362318
67;hun;1866;0.12427135253865
68;hun;1878;0.11743442395031976
69;hun;1896;0.11683046683046683
70;hun;1896;0.10759685230024213
71;hun;1896;0.08016967126193002
72;hun;1892;
73;hun;1892;0.11416007036059807
74;hun;1891;0.09249834034078336
75;hun;1909;0.09960469907020768
76;hun;1893;0.11598384304673975
77;hun;1893;0.1352549889135255
78;hun;1856;0.10415791684166317
79;hun;1914;0.12431132925974156
80;hun;1908;0.09380203515263645
81;hun;1869;0.0770656779661017
82;hun;1908;0.15026875438186493
83;hun;1908;0.14256368118323748
84;hun;1920;0.08637732506643046
85;hun;1919;0.12569747387643299
86;hun;1908;0.11318518518518518
87;hun;1906;0.13152081563296517
88;hun;1864;0.1073360744427613
89;hun;1872;0.12488393686165274
90;hun;1866;0.06973908802731041
91;hun;1863;0.1274468085106383
92;hun;1848;0.10435486045570985
93;hun;1860;0.08186596583442839
94;hun;1882;0.11618018846242244
95;hun;1862;0.10299569181444745
96;hun;1860;0.13038328115745834
97;hun;1878;0.14302635475273912
98;hun;1846;0.09196313546724805
99;hun;1857;0.09857702619096721
100;hun;1844;0.09011576916330469
0;fra;1860;0.1172537927487786
1;fra;1883;0.12093107837788689
2;fra;1910;0.11376534248383265
3;fra;1858;0.08019990480723466
4;fra;1894;0.09430164137503871
5;fra;1902;0.09092471639738742
6;fra;1853;0.122344217881078
7;fra;1851;0.11185114705571414
8;fra;1854;0.10020754961733039
9;fra;1881;0.10948830558676335
10;fra;1886;0.10845666968067387
11;fra;1852;0.1274248414084766
12;fra;1843;0.12794033275960986
13;fra;1868;0.1218560860793544
14;fra;1919;0.10094234147899697
15;fra;1890;0.11937734836285561
16;fra;1889;0.09851138353765324
17;fra;1868;0.0873365915683236
18;fra;1857;0.08893048128342246
19;fra;1845;0.09397402228689049
20;fra;1869;0.09300776044524575
21;fra;1857;0.09635531946288918
22;fra;1862;0.07646237934643563
23;fra;1877;0.0933413497670224
24;fra;1874;0.09190887666928516
25;fra;1881;0.11568546727048168
26;fra;1912;0.09747080077304428
27;fra;1887;0.0892154538990282
28;fra;1893;0.08382978723404255
29;fra;1900;0.07788992572843267
30;fra;1847;0.09264897781644194
31;fra;1844;0.11559301625526791
32;fra;1869;0.09742557225795101
33;fra;1912;0.09468190854870775
34;fra;1854;0.13572463768115942
35;fra;1888;0.11385286353724319
36;fra;1867;0.11277729582352213
37;fra;1876;0.10745192307692308
38;fra;1888;0.12131849315068494
39;fra;1878;0.11878039655817434
40;fra;1878;0.11393418025407623
41;fra;1904;0.077126381547333
42;fra;1883;0.09820841551610783
43;fra;1869;0.11069733479372033
44;fra;1878;0.11556545409552091
45;fra;1888;0.11371849626883183
46;fra;1885;0.11327214798611442
47;fra;1883;0.09834552297095789
48;fra;1883;0.09736869048837923
49;fra;1903;0.11486212489862124
50;fra;1885;0.09790848479313179
51;fra;1890;0.0948112737775122
52;fra;1894;0.09634867032503167
53;fra;1852;0.09887440278565066
54;fra;1887;0.09225528364849833
55;fra;1865;0.09960281087687137
56;fra;1855;0.09155518394648829
57;fra;1913;0.11745666179079393
58;fra;1872;0.13803343071986207
59;fra;1867;0.14300877045975086
60;fra;1840;0.11765423563382
61;fra;1846;0.11031970861999191
62;fra;1878;0.1182244519576835
63;fra;1878;0.09312373598087884
64;fra;1898;0.09827115559599636
65;fra;1863;0.12012644889357219
66;fra;1912;0.11695624344857654
67;fra;1847;0.09644639162711452
68;fra;1916;0.08633869952333843
69;fra;1908;0.10049730625777041
70;fra;1907;0.0954052529304833
71;fra;1919;0.10037717483878818
72;fra;1909;0.1183187946074544
73;fra;1845;0.10256287768409487
74;fra;1904;0.08019118428040362
75;fra;1856;0.11394712853236098
76;fra;1906;0.09514866979655712
77;fra;1849;0.13787631047417526
78;fra;1910;0.07965225563909774
79;fra;1904;0.09999715836435452
80;fra;1857;0.1012943505405817
81;fra;1912;0.11515474919957311
82;fra;1907;0.07584830339321358
83;fra;1902;0.1124124028031103
84;fra;1848;0.10420492104296732
85;fra;1845;0.09210223347916187
86;fra;1884;0.11313680299955282
87;fra;1876;0.10427709069493522
88;fra;1897;0.13402061855670103
89;fra;1902;0.10924174290587688
90;fra;1882;0.10525830258302583
91;fra;1861;0.1051431094106394
92;fra;1879;0.1262499233175879
93;fra;1892;0.08222413052812366
94;fra;1856;0.10579896907216495
95;fra;1886;0.10590473506200676
96;fra;1853;0.10831317352100286
97;fra;1910;0.09164627417110503
98;fra;1897;0.12087087087087087
99;fra;1913;0.10909270655693136
0;por;1868;0.09899317288462865
1;por;1908;0.097429387496033
2;por;1848;0.07223065250379362
3;por;1846;0.1101972303818716
4;por;1888;0.08022604837857822
5;por;1855;0.08089260808926081
6;por;1868;0.10717579009137396
7;por;1900;0.060061259821547475
8;por;1875;0.08654916868256345
9;por;1862;0.10777330442861567
10;por;1858;0.09517063747585319
11;por;1854;0.1211266849256216
12;por;1906;0.09543182610717192
13;por;1906;0.08904467929266506
14;por;1867;0.12193489289740699
15;por;1865;0.0794348508634223
16;por;1874;0.08693738307472212
17;por;1908;0.07151011935651272
18;por;1914;0.10217719336063807
19;por;1917;0.06796793307772743
20;por;1888;0.0995517810804435
21;por;1892;0.0865979381443299
22;por;1844;0.0590055910543131
23;por;1873;0.10081585081585082
24;por;1870;0.11836048158640226
25;por;1883;0.09454003652792464
26;por;1873;0.103927556070338
27;por;1875;0.08548350908682971
28;por;1876;0.0762493560020608
29;por;1861;0.07478721919910702
30;por;1897;0.05956742701808297
31;por;1899;0.09519270053111807
32;por;1904;0.11775823814610896
33;por;1874;0.10045207956600362
34;por;1900;0.10656828353695416
35;por;1881;0.089142735133981
36;por;1905;0.09061978698832285
37;por;1843;0.07875678937839468
38;por;1846;0.11679711017459361
39;por;1857;0.08008948545861297
40;por;1916;0.07583500638802701
41;por;1904;0.060322771108049594
42;por;1886;0.08587905236907731
43;por;1877;0.11232449297971919
44;por;1870;0.09283819628647215
45;por;1875;0.09098023870084132
46;por;1863;0.07748817550568582
47;por;1864;0.11033274956217162
48;por;1891;0.11829958886044527
49;por;1866;0.09411142687198466
50;por;1917;0.08260076297893515
51;por;1903;0.0951782449725777
52;por;1891;0.0712330397524399
53;por;1901;0.07824591573516768
54;por;1873;0.09514721919302072
55;por;1892;0.0931520644511581
56;por;1849;0.11783161931322991
57;por;1895;0.08867223769730734
58;por;1875;0.09878367625326816
59;por;1881;0.09262851600387972
60;por;1871;0.11540093338990241
61;por;1908;0.0999099909990999
62;por;1870;0.09531165520970108
63;por;1873;0.09915118710788536
64;por;1914;0.10685720379652341
65;por;1916;0.07190082644628099
66;por;1867;0.09717672749961004
67;por;1899;0.08489537925021796
68;por;1867;0.11882825419324357
69;por;1857;0.09450612012524907
70;por;1881;0.06223698781838317
71;por;1900;0.07595245848257896
72;por;1867;0.09728212500855754
73;por;1900;0.0810840108401084
74;por;1906;0.11492623848482897
75;por;1894;0.049420666824308346
76;por;1857;0.09952710876498405
77;por;1908;0.058781589162639626
78;por;1879;0.0680959167234649
79;por;1903;0.11072828173903895
80;por;1878;0.093778674986236
81;por;1858;0.10452210312678378
82;por;1908;0.09554655870445344
83;por;1866;0.08100213459161892
84;por;1863;0.10355737325410912
85;por;1912;0.11812327506899724
86;por;1908;0.08661996361806712
87;por;1864;0.11200345734144848
88;por;1868;0.09975062344139651
89;por;1892;0.06346967559943582
90;por;1876;0.08571767075410225
91;por;1878;0.09176492093958505
92;por;1874;0.12092592592592592
93;por;1862;0.09111286919831224
94;por;1905;0.09348966368404814
95;por;1858;0.10042194092827005
96;por;1906;0.10377358490566038
97;por;1901;0.10443456315346714
98;por;1903;0.10886126704089816
99;por;1889;0.0874132317709933
0;eng;1840;0.07790802048682613
1;eng;1841;0.07107510952816214
2;eng;1844;0.07261560693641618
3;eng;1844;0.05394284004189735
4;eng;1845;0.058461209812368714
5;eng;1846;0.04912410543774904
6;eng;1847;0.08456231407051079
7;eng;1847;0.05966325036603221
8;eng;1848;0.05938813449725186
9;eng;1848;0.0662510233641917
10;eng;1848;0.09073506891271056
11;eng;1849;0.060302985733196056
12;eng;1850;0.05267008046817849
13;eng;1851;0.08925014457366831
14;eng;1853;0.07590834052736002
15;eng;1853;0.08670841745292736
16;eng;1854;0.0759701413521097
17;eng;1855;0.06478227654698243
18;eng;1856;0.08559898045879354
19;eng;1856;0.09006776005536689
20;eng;1857;0.06905387226955352
21;eng;1860;0.0786497746790239
22;eng;1861;0.07393053016453383
23;eng;1862;0.07658187056905638
24;eng;1862;0.07785536159600998
25;eng;1863;0.061931160019857684
26;eng;1864;0.08564341990078786
27;eng;1864;0.07427159209157128
28;eng;1865;0.0873430398274401
29;eng;1865;0.0887464147123334
30;eng;1865;0.09868667917448405
31;eng;1866;0.0772028628417224
32;eng;1866;0.08373455610750223
33;eng;1867;0.06804067595318801
34;eng;1870;0.0822283132083858
35;eng;1871;0.04980996199239848
36;eng;1872;0.07299603779335569
37;eng;1872;0.08532764701057984
38;eng;1874;0.10111405835543767
39;eng;1874;0.057595243033948695
40;eng;1874;0.07498741821841973
41;eng;1876;0.06948676584812093
42;eng;1877;0.09596641175588544
43;eng;1880;0.07161225220533186
44;eng;1882;0.08771454870323245
45;eng;1883;0.05782184212517975
46;eng;1883;0.06430069366026779
47;eng;1884;0.10430403593942468
48;eng;1885;0.06934931506849315
49;eng;1886;0.06718857932304859
50;eng;1887;0.07182217675370271
51;eng;1887;0.06915085636356344
52;eng;1887;0.08697332817935834
53;eng;1888;0.07032098971829809
54;eng;1889;0.09585166561910748
55;eng;1890;0.06828955797565663
56;eng;1890;0.0752039858473536
57;eng;1891;0.07615006699419384
58;eng;1891;0.08773827227254292
59;eng;1892;0.07518884369552585
60;eng;1893;0.10511084416293547
61;eng;1893;0.08251695553880935
62;eng;1894;0.07585373224539135
63;eng;1894;0.07798353909465021
64;eng;1895;0.08715917035656025
65;eng;1895;0.06503150315031503
66;eng;1895;0.09069767441860466
67;eng;1895;0.08832246591582692
68;eng;1895;0.08437964088024841
69;eng;1896;0.07266811279826464
70;eng;1896;0.07628475760663853
71;eng;1897;0.06384464934339201
72;eng;1897;0.058475091130012154
73;eng;1897;0.0687960687960688
74;eng;1898;0.05185227532586325
75;eng;1900;0.08239307268433482
76;eng;1900;0.10063137445361826
77;eng;1900;0.06977084349098
78;eng;1901;0.059901295496607034
79;eng;1901;0.09497206703910614
80;eng;1902;0.08328968046097433
81;eng;1906;0.09533724994422547
82;eng;1907;0.07492195629552549
83;eng;1907;0.08242978445460483
84;eng;1908;0.08101165777514326
85;eng;1909;0.07771311194796303
86;eng;1909;0.0738266105749402
87;eng;1910;0.07609354699003898
88;eng;1911;0.08723723723723724
89;eng;1912;0.07456506875332371
90;eng;1912;0.08468176914778856
91;eng;1915;0.07891990607878946
92;eng;1917;0.07513966480446928
93;eng;1918;0.06149410222804718
94;eng;1918;0.07935368043087972
95;eng;1919;0.08959055320241303
96;eng;1919;0.05381586349146822
97;eng;1919;0.08881040295392519
98;eng;1920;0.0960614517103484
99;eng;1919;0.09135715543038198
